id,blocker_kind,file,line,section,severity,source_phase,runtime_status,owning_pack,row_class_or_scope,execution_context,assertion,missing_evidence,evidence_artifact_status,evidence_posture,message
"responsive_conformance_suite","runtime_evidence","Sourcera_Master_Spec.md","72866","M.5.59 v7.2.0-REM Phase 38 Responsive / Mobile P1 addition (D-38-001 / -002 / -003 / -004 / -005 / -006 / -009 / -020 closure) {#m-5-59-v72rem-phase-38-responsive-mobile-p1-addition}","blocker","v7.2.0-REM Phase 38 Responsive / Mobile P1 addition (D-38-001 / -002 / -003 / -004 / -005 / -006 / -009 / -020 closure) {#m-5-59-v72rem-phase-38-responsive-mobile-p1-addition}","spec_binding_pending_pack_m21_3","m21_3","responsive_ui_conformance","ui_e2e + visual_regression","Every top-level route MUST render without forbidden overflow, forbidden component leakage, or touch-target violations across §38.6.1 tiers plus §37.1 reflow fixtures; artifacts publish to §50.14.13.",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics",".github/workflows/marketplace-runtime.yml:missing; convex/deploy_validators:missing; tests/marketplace:missing; tests/analytics:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m21_3; required artifact evidence not promoted. Checked: .github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics."
"tap_count_probe","runtime_evidence","Sourcera_Master_Spec.md","72867","M.5.59 v7.2.0-REM Phase 38 Responsive / Mobile P1 addition (D-38-001 / -002 / -003 / -004 / -005 / -006 / -009 / -020 closure) {#m-5-59-v72rem-phase-38-responsive-mobile-p1-addition}","blocker","v7.2.0-REM Phase 38 Responsive / Mobile P1 addition (D-38-001 / -002 / -003 / -004 / -005 / -006 / -009 / -020 closure) {#m-5-59-v72rem-phase-38-responsive-mobile-p1-addition}","spec_binding_pending_pack_m21_3","m21_3","mobile_workflow_efficiency","ui_e2e + nightly_full_sweep","Every §38.8.4 top-20 and destructive-exception mobile workflow MUST satisfy its tap ceiling on qualifying PRs, nightly full sweep, and release gate.",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics",".github/workflows/marketplace-runtime.yml:missing; convex/deploy_validators:missing; tests/marketplace:missing; tests/analytics:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m21_3; required artifact evidence not promoted. Checked: .github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics."
"cross_console_shared_ui_preference_firewall","runtime_evidence","Sourcera_Master_Spec.md","72874","M.5.59 v7.2.0-REM Phase 38 Responsive / Mobile P1 addition (D-38-001 / -002 / -003 / -004 / -005 / -006 / -009 / -020 closure) {#m-5-59-v72rem-phase-38-responsive-mobile-p1-addition}","blocker","v7.2.0-REM Phase 38 Responsive / Mobile P1 addition (D-38-001 / -002 / -003 / -004 / -005 / -006 / -009 / -020 closure) {#m-5-59-v72rem-phase-38-responsive-mobile-p1-addition}","spec_binding_pending_pack_m11_3","m11_3","cross_console_firewall_invariant","runtime_test","UserUIPreference serializers MUST return only active-console `last_observed_breakpoint_tier_by_console_json` values and MUST NOT leak contralateral console activity through customer clients, Console Bridge, public APIs, or PostHog customer projects.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",".github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
"core_web_vitals_in_app_lighthouse_ci","runtime_evidence","Sourcera_Master_Spec.md","72887","M.5.60 v7.2.0-REM Phase 44 Performance / Solo P1 addition (D-44-001 / -003 / -005 / -006 / -008 closure) {#m-5-60-v72rem-phase-44-performance-solo-p1-addition}","blocker","v7.2.0-REM Phase 44 Performance / Solo P1 addition (D-44-001 / -003 / -005 / -006 / -008 closure) {#m-5-60-v72rem-phase-44-performance-solo-p1-addition}","spec_binding_pending_pack_m21_3","m21_3","synthetic_monitor","lighthouse_ci + synthetic_monitor","Buyer Console, Seller Console, authenticated Marketplace, and Ops Console MUST satisfy the §44.1 in-app Core Web Vitals rows on desktop and mobile fixtures; failures block release unless an incident-window exclusion is recorded per §42.6.",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics",".github/workflows/marketplace-runtime.yml:missing; convex/deploy_validators:missing; tests/marketplace:missing; tests/analytics:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m21_3; required artifact evidence not promoted. Checked: .github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics."
"api_latency_p95_regression","runtime_evidence","Sourcera_Master_Spec.md","72888","M.5.60 v7.2.0-REM Phase 44 Performance / Solo P1 addition (D-44-001 / -003 / -005 / -006 / -008 closure) {#m-5-60-v72rem-phase-44-performance-solo-p1-addition}","blocker","v7.2.0-REM Phase 44 Performance / Solo P1 addition (D-44-001 / -003 / -005 / -006 / -008 closure) {#m-5-60-v72rem-phase-44-performance-solo-p1-addition}","spec_binding_pending_pack_m11_3","m11_3","runtime_property_test","runtime_test + deploy_validator","Non-Agent API p95 / p99 latency budgets from §44.1 and §44.5 MUST be asserted against production canary telemetry and load-test fixtures.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",".github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
"convex_reactivity_slo_regression","runtime_evidence","Sourcera_Master_Spec.md","72889","M.5.60 v7.2.0-REM Phase 44 Performance / Solo P1 addition (D-44-001 / -003 / -005 / -006 / -008 closure) {#m-5-60-v72rem-phase-44-performance-solo-p1-addition}","blocker","v7.2.0-REM Phase 44 Performance / Solo P1 addition (D-44-001 / -003 / -005 / -006 / -008 closure) {#m-5-60-v72rem-phase-44-performance-solo-p1-addition}","spec_binding_pending_pack_m11_3","m11_3","runtime_property_test","runtime_test","Collaborative-scoring and general Convex reactive-query commit-to-render SLOs MUST satisfy §44.1 / §7.5.3 row bindings without WebSocket-delta-only measurement drift.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",".github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
"agent_budget_breach","runtime_evidence","Sourcera_Master_Spec.md","72890","M.5.60 v7.2.0-REM Phase 44 Performance / Solo P1 addition (D-44-001 / -003 / -005 / -006 / -008 closure) {#m-5-60-v72rem-phase-44-performance-solo-p1-addition}","blocker","v7.2.0-REM Phase 44 Performance / Solo P1 addition (D-44-001 / -003 / -005 / -006 / -008 closure) {#m-5-60-v72rem-phase-44-performance-solo-p1-addition}","spec_binding_pending_pack_m11_3","m11_3","runtime_property_test","runtime_test + eval_harness","Agent direct-invocation hard timeouts, retry budgets, and capability-specific §44.1 / §22.10 budgets MUST fail closed on timeout / retry drift and surface graceful degradation.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",".github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
"load_test_sla_breach","runtime_evidence","Sourcera_Master_Spec.md","72891","M.5.60 v7.2.0-REM Phase 44 Performance / Solo P1 addition (D-44-001 / -003 / -005 / -006 / -008 closure) {#m-5-60-v72rem-phase-44-performance-solo-p1-addition}","blocker","v7.2.0-REM Phase 44 Performance / Solo P1 addition (D-44-001 / -003 / -005 / -006 / -008 closure) {#m-5-60-v72rem-phase-44-performance-solo-p1-addition}","spec_binding_pending_pack_m21_3","m21_3","synthetic_monitor","monthly_load + quarterly_spike + endurance","§44.4 monthly, quarterly spike, and endurance load tests MUST publish artifacts and block release when the relevant §44.1 / §44.5 budgets breach outside an approved §42.6 incident window.",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics",".github/workflows/marketplace-runtime.yml:missing; convex/deploy_validators:missing; tests/marketplace:missing; tests/analytics:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m21_3; required artifact evidence not promoted. Checked: .github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics."
"bundle_size_budget_in_app","runtime_evidence","Sourcera_Master_Spec.md","72892","M.5.60 v7.2.0-REM Phase 44 Performance / Solo P1 addition (D-44-001 / -003 / -005 / -006 / -008 closure) {#m-5-60-v72rem-phase-44-performance-solo-p1-addition}","blocker","v7.2.0-REM Phase 44 Performance / Solo P1 addition (D-44-001 / -003 / -005 / -006 / -008 closure) {#m-5-60-v72rem-phase-44-performance-solo-p1-addition}","spec_binding_pending_pack_m21_3","m21_3","spec_tree_lint","build_check + pr_lint","Authenticated route bundles MUST stay within the §44.1 mobile initial-JS and in-app Core Web Vitals budgets; deferred panels must be code-split and excluded only when they are not part of first interaction.",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics",".github/workflows/marketplace-runtime.yml:missing; convex/deploy_validators:missing; tests/marketplace:missing; tests/analytics:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m21_3; required artifact evidence not promoted. Checked: .github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics."
"solo_absorption_cap_enforced","runtime_evidence","Sourcera_Master_Spec.md","72895","M.5.60 v7.2.0-REM Phase 44 Performance / Solo P1 addition (D-44-001 / -003 / -005 / -006 / -008 closure) {#m-5-60-v72rem-phase-44-performance-solo-p1-addition}","blocker","v7.2.0-REM Phase 44 Performance / Solo P1 addition (D-44-001 / -003 / -005 / -006 / -008 closure) {#m-5-60-v72rem-phase-44-performance-solo-p1-addition}","spec_binding_pending_pack_m11_3","m11_3","cross_feature_invariant","runtime_test + deploy_validator","When `SoloEnvelopeCounter.current_period_consumed_value_dollars` reaches `absorption_cap_value_dollars`, new non-critical Solo AIOperation invocations MUST fail closed or return the standard degraded AI result; `never_throttle` carve-outs are limited to §44.6.3.A.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",".github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
"solo_absorption_cap_counter_state_contract","runtime_evidence","Sourcera_Master_Spec.md","72897","M.5.60 v7.2.0-REM Phase 44 Performance / Solo P1 addition (D-44-001 / -003 / -005 / -006 / -008 closure) {#m-5-60-v72rem-phase-44-performance-solo-p1-addition}","blocker","v7.2.0-REM Phase 44 Performance / Solo P1 addition (D-44-001 / -003 / -005 / -006 / -008 closure) {#m-5-60-v72rem-phase-44-performance-solo-p1-addition}","spec_binding_pending_pack_m11_3","m11_3","state_machine_contract","runtime_test","§4.8.14 `SoloEnvelopeCounter` MUST include `absorption_cap_value_dollars`, `absorption_cap_reached_at`, and `throttling_state='absorption_cap_reached'`; rollover / upgrade / per-eval / per-bid renewal must reset or replace the cap state before accepting new Solo work.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",".github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
"bid_workspace_deal_size_band_firewall","runtime_evidence","Sourcera_Master_Spec.md","72913","M.5.61 v7.2.0-REM Phase DEC Decision-Divergence P1 addition (D-DEC-001 / -002 / -004 / -005 / -007 / -008 closure) {#m-5-61-v72rem-phase-dec-decision-divergence-p1-addition}","blocker","v7.2.0-REM Phase DEC Decision-Divergence P1 addition (D-DEC-001 / -002 / -004 / -005 / -007 / -008 closure) {#m-5-61-v72rem-phase-dec-decision-divergence-p1-addition}","spec_binding_pending_pack_m11_3","m11_3","cross_console_firewall_invariant","runtime_test + pr_lint","Seller-side Bid Workspace materialization may carry only Appendix J `bid_workspace_deal_size_band`; raw buyer deal value, budget, TCO, and cost-model fields MUST be absent from seller projections and Console Bridge payloads.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",".github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
"first_pass_high_stakes_band_only","runtime_evidence","Sourcera_Master_Spec.md","72914","M.5.61 v7.2.0-REM Phase DEC Decision-Divergence P1 addition (D-DEC-001 / -002 / -004 / -005 / -007 / -008 closure) {#m-5-61-v72rem-phase-dec-decision-divergence-p1-addition}","blocker","v7.2.0-REM Phase DEC Decision-Divergence P1 addition (D-DEC-001 / -002 / -004 / -005 / -007 / -008 closure) {#m-5-61-v72rem-phase-dec-decision-divergence-p1-addition}","spec_binding_pending_pack_m11_3","m11_3","cross_feature_invariant","runtime_test","`first_pass_high_stakes` classification MUST use `deal_size_band ∈ {enterprise, strategic}`, seller opt-in, or compliance-critical tags and MUST NOT read buyer-side raw estimated value.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",".github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
"pro_trial_no_refund_after_vendor_notification","runtime_evidence","Sourcera_Master_Spec.md","72915","M.5.61 v7.2.0-REM Phase DEC Decision-Divergence P1 addition (D-DEC-001 / -002 / -004 / -005 / -007 / -008 closure) {#m-5-61-v72rem-phase-dec-decision-divergence-p1-addition}","blocker","v7.2.0-REM Phase DEC Decision-Divergence P1 addition (D-DEC-001 / -002 / -004 / -005 / -007 / -008 closure) {#m-5-61-v72rem-phase-dec-decision-divergence-p1-addition}","spec_binding_pending_pack_m11_3","m11_3","state_machine_contract","runtime_test","`expired_unaccepted`, post-dispatch `buyer_revoked`, and post-notification fraud terminal paths MUST leave `pool_refund_applied=false`; only pre-notification refund-eligible transitions may restore buyer pool capacity.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",".github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
"wallet_autotopup_ops_override_bounds","runtime_evidence","Sourcera_Master_Spec.md","72916","M.5.61 v7.2.0-REM Phase DEC Decision-Divergence P1 addition (D-DEC-001 / -002 / -004 / -005 / -007 / -008 closure) {#m-5-61-v72rem-phase-dec-decision-divergence-p1-addition}","blocker","v7.2.0-REM Phase DEC Decision-Divergence P1 addition (D-DEC-001 / -002 / -004 / -005 / -007 / -008 closure) {#m-5-61-v72rem-phase-dec-decision-divergence-p1-addition}","spec_binding_pending_pack_m11_3","m11_3","entitlement_billing_invariant","runtime_test + deploy_validator","Customer auto-topup writes MUST bind to the self-serve §4.8.3 ceiling; Enterprise Ops override writes through §4.8.3.B / §50.23 may exceed it only up to the absolute maximum with approval, reason, audit, webhook, and customer notification.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",".github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
"wallet_free_free_additive_pool","runtime_evidence","Sourcera_Master_Spec.md","72918","M.5.61 v7.2.0-REM Phase DEC Decision-Divergence P1 addition (D-DEC-001 / -002 / -004 / -005 / -007 / -008 closure) {#m-5-61-v72rem-phase-dec-decision-divergence-p1-addition}","blocker","v7.2.0-REM Phase DEC Decision-Divergence P1 addition (D-DEC-001 / -002 / -004 / -005 / -007 / -008 closure) {#m-5-61-v72rem-phase-dec-decision-divergence-p1-addition}","spec_binding_pending_pack_m11_3","m11_3","entitlement_billing_invariant","runtime_test + deploy_validator","Buyer Free + Seller Free MUST materialize one Org-scoped AIWallet with $10 included-budget value and no per-console wallet partition; downgrade from paid+Free to Free+Free MUST recalculate to $10 at billing rollover.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",".github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
"wallet_free_paid_additive_pool_solo_exception","runtime_evidence","Sourcera_Master_Spec.md","72919","M.5.61 v7.2.0-REM Phase DEC Decision-Divergence P1 addition (D-DEC-001 / -002 / -004 / -005 / -007 / -008 closure) {#m-5-61-v72rem-phase-dec-decision-divergence-p1-addition}","blocker","v7.2.0-REM Phase DEC Decision-Divergence P1 addition (D-DEC-001 / -002 / -004 / -005 / -007 / -008 closure) {#m-5-61-v72rem-phase-dec-decision-divergence-p1-addition}","spec_binding_pending_pack_m11_3","m11_3","entitlement_billing_invariant","runtime_test + deploy_validator","Free+customer-visible-paid combinations MUST add the Free budget to the paid AIWallet pool while Solo+Free and Solo+Paid MUST continue excluding Solo's engine-side envelope and must not render a customer-visible Solo wallet balance.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",".github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
"seller_solo_onboarding_consumption_invisibility","runtime_evidence","Sourcera_Master_Spec.md","72931","M.5.62 v7.2.0-REM Phase 5.7 Seller Onboarding Residual P1 addition (D-5.7-006 / -008 / -009 / -011 / -015 / -016 / -024 closure) {#m-5-62-v72rem-phase-5-7-seller-onboarding-residual-p1-addition}","blocker","v7.2.0-REM Phase 5.7 Seller Onboarding Residual P1 addition (D-5.7-006 / -008 / -009 / -011 / -015 / -016 / -024 closure) {#m-5-62-v72rem-phase-5-7-seller-onboarding-residual-p1-addition}","spec_binding_pending_pack_m11_3","m11_3","tier_visibility_integrity","runtime_test + pr_lint","§49.1.5 / §49.1.6 / §49.1.7 Seller Solo surfaces MUST hide AIWallet, value-dollar, rate-card, wallet-exhaustion, and envelope-pressure UI while preserving engine-side AIOperation writes per §44.6.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",".github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
"seller_solo_per_bid_charge_stage_binding","runtime_evidence","Sourcera_Master_Spec.md","72932","M.5.62 v7.2.0-REM Phase 5.7 Seller Onboarding Residual P1 addition (D-5.7-006 / -008 / -009 / -011 / -015 / -016 / -024 closure) {#m-5-62-v72rem-phase-5-7-seller-onboarding-residual-p1-addition}","blocker","v7.2.0-REM Phase 5.7 Seller Onboarding Residual P1 addition (D-5.7-006 / -008 / -009 / -011 / -015 / -016 / -024 closure) {#m-5-62-v72rem-phase-5-7-seller-onboarding-residual-p1-addition}","spec_binding_pending_pack_m11_3","m11_3","entitlement_billing_invariant","runtime_test","Seller Solo per-bid charge capture MUST occur on Stage-5 Submit per §34.2.5 before buyer delivery; failed capture MUST keep the Bid Workspace in `solo_per_bid_charge_pending` and MUST NOT advance Stage 6.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",".github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
"seller_solo_per_bid_election_authorization_binding","runtime_evidence","Sourcera_Master_Spec.md","72933","M.5.62 v7.2.0-REM Phase 5.7 Seller Onboarding Residual P1 addition (D-5.7-006 / -008 / -009 / -011 / -015 / -016 / -024 closure) {#m-5-62-v72rem-phase-5-7-seller-onboarding-residual-p1-addition}","blocker","v7.2.0-REM Phase 5.7 Seller Onboarding Residual P1 addition (D-5.7-006 / -008 / -009 / -011 / -015 / -016 / -024 closure) {#m-5-62-v72rem-phase-5-7-seller-onboarding-residual-p1-addition}","spec_binding_pending_pack_m24_3","m24_3","billing_state_invariant","stripe_test + runtime_test","Explicit per-bid Solo election MUST atomically persist `solo_per_bid_elected_at`, an uncaptured manual-capture authorization BillingEvent, and the provisional §4.8.14 envelope; capture occurs only at submit; expiry/abandonment releases authorization, closes the envelope, preserves committed audit/AIOperation rows, and restores Free future-write treatment.",".github/workflows/billing-runtime.yml, tests/billing, convex/deploy_validators",".github/workflows/billing-runtime.yml:missing; tests/billing:missing; convex/deploy_validators:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m24_3; required artifact evidence not promoted. Checked: .github/workflows/billing-runtime.yml, tests/billing, convex/deploy_validators."
"selection_report_v2_watermark_grandfathering","runtime_evidence","Sourcera_Master_Spec.md","72934","M.5.62 v7.2.0-REM Phase 5.7 Seller Onboarding Residual P1 addition (D-5.7-006 / -008 / -009 / -011 / -015 / -016 / -024 closure) {#m-5-62-v72rem-phase-5-7-seller-onboarding-residual-p1-addition}","blocker","v7.2.0-REM Phase 5.7 Seller Onboarding Residual P1 addition (D-5.7-006 / -008 / -009 / -011 / -015 / -016 / -024 closure) {#m-5-62-v72rem-phase-5-7-seller-onboarding-residual-p1-addition}","spec_binding_pending_pack_m11_3","m11_3","migration_invariant","migration_test + export_test","The one published v3 cutover version deterministically backfills pre-v3 SelectionReports to `v2_unwatermarked_grandfathered`; every later render/export stays unwatermarked; post-cutover Free reports remain plan-resolved.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",".github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
"seller_kb_v2_cutover_grandfathering","runtime_evidence","Sourcera_Master_Spec.md","72935","M.5.62 v7.2.0-REM Phase 5.7 Seller Onboarding Residual P1 addition (D-5.7-006 / -008 / -009 / -011 / -015 / -016 / -024 closure) {#m-5-62-v72rem-phase-5-7-seller-onboarding-residual-p1-addition}","blocker","v7.2.0-REM Phase 5.7 Seller Onboarding Residual P1 addition (D-5.7-006 / -008 / -009 / -011 / -015 / -016 / -024 closure) {#m-5-62-v72rem-phase-5-7-seller-onboarding-residual-p1-addition}","spec_binding_pending_pack_m11_3","m11_3","migration_invariant","migration_test + entitlement_test","Eligible pre-v3 Seller-Free KBEntry rows remain read/write without creating new cap headroom; post-cutover/replacement rows use the current §34.1.2 cap; trial/downgrade/DSAR/residency behavior preserves the persisted decision.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",".github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
"pro_trial_day_31_contextual_cta_entitlement_fit","runtime_evidence","Sourcera_Master_Spec.md","72936","M.5.62 v7.2.0-REM Phase 5.7 Seller Onboarding Residual P1 addition (D-5.7-006 / -008 / -009 / -011 / -015 / -016 / -024 closure) {#m-5-62-v72rem-phase-5-7-seller-onboarding-residual-p1-addition}","blocker","v7.2.0-REM Phase 5.7 Seller Onboarding Residual P1 addition (D-5.7-006 / -008 / -009 / -011 / -015 / -016 / -024 closure) {#m-5-62-v72rem-phase-5-7-seller-onboarding-residual-p1-addition}","spec_binding_pending_pack_m11_3","m11_3","entitlement_surface_invariant","resolver_test + ui_test","Day-31 auto-downgrade renders one carry-over CTA: Solo only when observed use fits current §34.1.2 Solo entitlements, Starter when any observed use requires Starter, and Solo plus compare-plans fallback when evidence is unavailable; render/click reauthorize against current plan.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",".github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
